Date,Id,Status,Sec,Res,Time
29/05/2021 21:13:00,4,0,9,1.16,10.011888980865479
29/05/2021 21:49:51,3,0,9,2.07,-0.0009169578552246094
29/05/2021 21:39:20,2,0,9,0.71,0.0013031959533691406
29/05/2021 21:41:41,1,0,9,1.89,0.0018794536590576172
29/05/2021 21:46:41,0,0,9,1.17,180.2282748222351
29/05/2021 21:23:32,5,0,9,1.26,3.0046706199645996
29/05/2021 21:23:31,4,0,9,1.26,3.0046706199645996
29/05/2021 21:25:23,3,0,9,1.48,8.008787155151367
